feat	val	EMAD_cat	lex	pos	per	asp	cas	stt	mod	vox	form_gen	gen	form_num	num	rat
SUF	NSUFF_FEM_PL+CASE_DEF_GEN	BASE	-	-	-	-	g	c	-	-	f	-	p	-	-
SUF	NSUFF_FEM_PL	BASE	-	-	-	-	-	c	-	-	f	-	p	-	-
ENC0	IVSUFF_DO:1S	ENC_PRON	niY	pron	1	-	-	-	-	-	-	-	-	s	-
ENC0	PVSUFF_DO:1S	ENC_PRON	niY	pron	1	-	-	-	-	-	-	-	-	s	-
ENC0	CVSUFF_DO:1S	ENC_PRON	niY	pron	1	-	-	-	-	-	-	-	-	s	-
ENC0	IVSUFF_DO:1P	ENC_PRON	nA	pron	1	-	-	-	-	-	-	-	-	p	-
ENC0	PVSUFF_DO:1P	ENC_PRON	nA	pron	1	-	-	-	-	-	-	-	-	p	-
ENC0	CVSUFF_DO:1P	ENC_PRON	nA	pron	1	-	-	-	-	-	-	-	-	p	-
ENC0	IVSUFF_DO:2MP	ENC_PRON	kum	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:2MP	ENC_PRON	kum	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:2MP	ENC_PRON	kum	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:2MP	ENC_PRON	kumuw	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:2MP	ENC_PRON	kumuw	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:2MP	ENC_PRON	kumuw	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:2FS	ENC_PRON	ki	pron	2	-	-	-	-	-	-	f	-	s	-
ENC0	PVSUFF_DO:2FS	ENC_PRON	ki	pron	2	-	-	-	-	-	-	f	-	s	-
ENC0	CVSUFF_DO:2FS	ENC_PRON	ki	pron	2	-	-	-	-	-	-	f	-	s	-
ENC0	IVSUFF_DO:2D	ENC_PRON	kumA	pron	2	-	-	-	-	-	-	-	-	d	-
ENC0	PVSUFF_DO:2D	ENC_PRON	kumA	pron	2	-	-	-	-	-	-	-	-	d	-
ENC0	CVSUFF_DO:2D	ENC_PRON	kumA	pron	2	-	-	-	-	-	-	-	-	d	-
ENC0	IVSUFF_DO:2MS	ENC_PRON	ka	pron	2	-	-	-	-	-	-	m	-	s	-
ENC0	PVSUFF_DO:2MS	ENC_PRON	ka	pron	2	-	-	-	-	-	-	m	-	s	-
ENC0	CVSUFF_DO:2MS	ENC_PRON	ka	pron	2	-	-	-	-	-	-	m	-	s	-
ENC0	IVSUFF_DO:2FP	ENC_PRON	kun~a	pron	2	-	-	-	-	-	-	f	-	p	-
ENC0	PVSUFF_DO:2FP	ENC_PRON	kun~a	pron	2	-	-	-	-	-	-	f	-	p	-
ENC0	CVSUFF_DO:2FP	ENC_PRON	kun~a	pron	2	-	-	-	-	-	-	f	-	p	-
ENC0	IVSUFF_DO:3MS	ENC_PRON	hu	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	PVSUFF_DO:3MS	ENC_PRON	hu	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	CVSUFF_DO:3MS	ENC_PRON	hu	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	IVSUFF_DO:3MS	ENC_PRON	hi	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	PVSUFF_DO:3MS	ENC_PRON	hi	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	CVSUFF_DO:3MS	ENC_PRON	hi	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	IVSUFF_DO:3FS	ENC_PRON	hA	pron	3	-	-	-	-	-	-	f	-	s	-
ENC0	PVSUFF_DO:3FS	ENC_PRON	hA	pron	3	-	-	-	-	-	-	f	-	s	-
ENC0	CVSUFF_DO:3FS	ENC_PRON	hA	pron	3	-	-	-	-	-	-	f	-	s	-
ENC0	IVSUFF_DO:3D	ENC_PRON	humA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	PVSUFF_DO:3D	ENC_PRON	humA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	CVSUFF_DO:3D	ENC_PRON	humA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	IVSUFF_DO:3D	ENC_PRON	himA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	PVSUFF_DO:3D	ENC_PRON	himA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	CVSUFF_DO:3D	ENC_PRON	himA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	IVSUFF_DO:3MP	ENC_PRON	hum	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:3MP	ENC_PRON	hum	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:3MP	ENC_PRON	hum	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:3MP	ENC_PRON	him	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:3MP	ENC_PRON	him	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:3MP	ENC_PRON	him	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:3MP	ENC_PRON	humuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:3MP	ENC_PRON	humuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:3MP	ENC_PRON	humuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:3MP	ENC_PRON	himuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	PVSUFF_DO:3MP	ENC_PRON	himuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	CVSUFF_DO:3MP	ENC_PRON	himuw	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	IVSUFF_DO:3FP	ENC_PRON	hun~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	PVSUFF_DO:3FP	ENC_PRON	hun~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	CVSUFF_DO:3FP	ENC_PRON	hun~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	IVSUFF_DO:3FP	ENC_PRON	hin~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	PVSUFF_DO:3FP	ENC_PRON	hin~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	CVSUFF_DO:3FP	ENC_PRON	hin~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	POSS_PRON_3FS	ENC_PRON	hA	pron	3	-	-	-	-	-	-	f	-	s	-
ENC0	POSS_PRON_3MS	ENC_PRON	hu|hi	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	POSS_PRON_3MP	ENC_PRON	hum|him	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	POSS_PRON_3D	ENC_PRON	humA|himA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	POSS_PRON_3FP	ENC_PRON	hun~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	POSS_PRON_2MS	ENC_PRON	ka	pron	2	-	-	-	-	-	-	m	-	s	-
ENC0	POSS_PRON_2FS	ENC_PRON	ki	pron	2	-	-	-	-	-	-	f	-	s	-
ENC0	POSS_PRON_2MP	ENC_PRON	kum	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	POSS_PRON_2D	ENC_PRON	kumA	pron	2	-	-	-	-	-	-	-	-	d	-
ENC0	POSS_PRON_2FP	ENC_PRON	kun~a	pron	2	-	-	-	-	-	-	f	-	p	-
ENC0	POSS_PRON_1S	ENC_PRON	Y	pron	1	-	-	-	-	-	-	-	-	s	-
ENC0	POSS_PRON_1P	ENC_PRON	nA	pron	1	-	-	-	-	-	-	-	-	p	-
ENC0	PRON_3FS	ENC_PRON	hA	pron	3	-	-	-	-	-	-	f	-	s	-
ENC0	PRON_3MS	ENC_PRON	hu|hi	pron	3	-	-	-	-	-	-	m	-	s	-
ENC0	PRON_3MP	ENC_PRON	hum|him	pron	3	-	-	-	-	-	-	m	-	p	-
ENC0	PRON_3D	ENC_PRON	humA|himA	pron	3	-	-	-	-	-	-	-	-	d	-
ENC0	PRON_3FP	ENC_PRON	hun~a	pron	3	-	-	-	-	-	-	f	-	p	-
ENC0	PRON_2MS	ENC_PRON	ka	pron	2	-	-	-	-	-	-	m	-	s	-
ENC0	PRON_2FS	ENC_PRON	ki	pron	2	-	-	-	-	-	-	f	-	s	-
ENC0	PRON_2MP	ENC_PRON	kum	pron	2	-	-	-	-	-	-	m	-	p	-
ENC0	PRON_2D	ENC_PRON	kumA	pron	2	-	-	-	-	-	-	-	-	d	-
ENC0	PRON_2FP	ENC_PRON	kun~a	pron	2	-	-	-	-	-	-	f	-	p	-
ENC0	PRON_1S	ENC_PRON	Y	pron	1	-	-	-	-	-	-	-	-	s	-
ENC0	PRON_1P	ENC_PRON	nA	pron	1	-	-	-	-	-	-	-	-	p	-
ENC0	REL_PRON	ENC_PRON	mA	pron_rel	-	-	-	-	-	-	-	-	-	-	-
ENC0	SUB_CONJ	ENC_PART	mA	part_sub	-	-	-	-	-	-	-	-	-	-	-
ENC0	NEG_PART	ENC_PART	-	part_neg	-	-	-	-	-	-	-	-	-	-	-
